Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM NOSSA SENHORA DA CONCEICAO;33097267;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA DO ARRAIAL, 0 TRAVESSAO. ARRAIAL. 28175-000 Campos dos Goytacazes - RJ.";(22) 27482848;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6031105444036;-41.3144561369357
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOSE DE SOUZA SODRE;33098760;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA SAO FRANCISCO, 75 DORES DE MACABU. 28115-000 Campos dos Goytacazes - RJ.";(22) 998281852;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM GLICERIO CARLOS NETO;33098778;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MUNICIPAL, 100 PARQUE GUARUS. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.723915365944;-41.3247937760228
ESCOLA PARALISADA;E M CACHOEIRINHA;33099090;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SERRA DOS CASINHOS, SN FAZENDA DO SOSSEGO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 463 JOAO BORGES BARRETO;33099111;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA A, 0 URURAI. 28040-685 Campos dos Goytacazes - RJ.";(22) 27381591;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-21.81003564;-41.39117999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP BRIZOLAO 269 FRANCISCO PORTELA;33099294;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA GUILHERME MORISSON, 0 TOCOS. 28148-000 Campos dos Goytacazes - RJ.";(22) 27212651;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PROFESSORA DIVA MARINA SUPPA GOULART;33099316;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA BARTOLOMEU LYSANDRO, 1116 JARDIM CARIOCA. 28080-390 Campos dos Goytacazes - RJ.";(22) 27201842;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM MAE FLOR;33099332;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 POCO GORDO. 28145-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.8317869;-41.2286118
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM NADIR PEREIRA GOMES;33099359;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 MORANGABA. 28125-000 Campos dos Goytacazes - RJ.";(22) 27366236;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7267683333333;-41.5992233333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ATALIBA CARVALHO DE BRITO;33099367;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DA PRACA, 0 RUA. SAPUCAIA. 28120-000 Campos dos Goytacazes - RJ.";(22) 998521971;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM MADRE TEREZA DE CALCUTA;33099456;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MANUEL VIEIRA DA SILVA, 33 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.60682;-41.30926
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM BENEDITO ALVES BARRETO;33099464;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CORONEL PACHE FARIA, 0 PARQUE BRASILIA. 28145-970 Campos dos Goytacazes - RJ.";(22) 27208220;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7441841;-41.3586049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM OLIMPIO PAULO DA SILVA;33099472;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA NOSSA SENHORA DA PENHA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";(22) 27215250;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-21.3758959667757;-41.3457029499114
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PARQUE PRAZERES;33099480;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUIZ GRAIN, 0 PARQUE PRAZERES. 28080-020 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.74813;-41.2987
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOAO PERDECENE NETO;33099499;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA RUI BARBOSA, 553 LAPA. 28013-000 Campos dos Goytacazes - RJ.";(22) 27395393;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.75489;-41.31028
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM EMIDIO TEIXEIRA DE OLIVEIRA;33099502;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOIS, 0 KM 007. LAGOA DAS PEDRAS. 28073-580 Campos dos Goytacazes - RJ.";(22) 27394289;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ALDEIA;33099510;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA CAMPOS - ITAPERUNA, 0 PARQUE ALDEIA. 28060-480 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM DESEMBARGADOR SEBASTIAO AMARO DA SILVA MACHADO;33099529;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA GUILHERME MORISSON, 619 TOCOS. 28148-000 Campos dos Goytacazes - RJ.";(22) 27212562;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOSE MOREIRA;33099537;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL GOMES DA SILVA, 23 PENHA. 28021-470 Campos dos Goytacazes - RJ.";(22) 27248121;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7976103;-41.285755
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ANTONINO VENANCIO;33099545;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA ANTONIO LUIZ DA SILVEIRA, 0 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";(22) 27481484;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.60824;-41.31281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM HENRIQUE JARDIM DA CRUZ;33099553;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MERCURIO, 53 CASA. SANTA MARIA. 28155-000 Campos dos Goytacazes - RJ.";(22) 999155252;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.26740789;-41.44869026
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM IRMA DULCE;33099561;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL RIBEIRO, 97 PARQUE AURORA. 28025-530 Campos dos Goytacazes - RJ.";(22) 27202074;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.78974;-41.3234
ESCOLA PARALISADA;E M LIONS CAMPOS SAO TOME;33099570;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA BEIRA DO TAI, SN BEIRA DO TAI. 28110-000 Campos dos Goytacazes - RJ.";(22) 27238188;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM ANTONIO RODRIGUES DA SILVA;33099596;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"MORRO DO COCO, SN MORRO D COCO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27215385;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM VERA PRETYMAN;33099600;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DO COLEGIO, 39 SANTA CRUZ. 28050-270 Campos dos Goytacazes - RJ.";(22) 27362835;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7206616666667;-41.4014866666667
ESCOLA PARALISADA;CE ESPINHO;33099618;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"ESPINHO, SN ESPINHO. 28110-000 Campos dos Goytacazes - RJ.";(22) 99815404;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CE STIAC;33099626;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"RUA DOUTOR SIQUEIRA, 111 CENTRO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27202315;Municipal;Não Informado;Não;;;;;-21.76347;-41.32999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM NORBERTO SIQUEIRA BARRETO;33099634;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA SEBASTIAO SILVANO, 132 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.8325524707448;-41.2660017146721
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM DONANA;33099642;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO MOACIR BATISTA, 39 DONANA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.82354;-41.29572
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM DOM HELDER CAMARA;33099650;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PREFEITO EDGARD MACHADO, 0 PARQUE LEOPOLDINA. 28053-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.744909;-41.3454909
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM GREVI SIQUEIRA;33099669;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CARLOS BRUNO, 86 CUSTODOPOLIS. 28085-110 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7231;-41.31252
ESCOLA PARALISADA;E M ALCEBIADES SCHWARTZ;33099677;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA PORFIRIO MOTHE, SN CONSELHEIRO JOSINO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27213187;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM HELOISA MONTEIRO DA PAIXAO;33099685;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO FRANCISCO DE PAULA, 12 PARQUE GUARUS. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM GETULIO VARGAS;33099693;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AUTA DE SOUZA, 0 PARQUE ALVORADA. 28080-190 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7371149;-41.3185476
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ZUMBI DOS PALMARES;33099707;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JUIZ ANTONIO BRAGA, 11 PARQUE SANTA ROSA. 28085-315 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7255873;-41.3045136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOSE EDUARDO DOS SANTOS PEIXOTO ZANDONAIDE;33099715;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALDENOR ALVES DOS SANTOS, 150 SANTA HELENA. 28060-120 Campos dos Goytacazes - RJ.";(22) 997265818;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.73248;-41.32875
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOAO GOULART;33099723;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PROFESSORA RUTH RIBEIRO DO ROSARIO, 0 ELDORADO. 28090-160 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM LUIZ GONZAGA DA SILVA;33099731;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE MARIA DA CRUZ CAMPISTA, 0 URURAI. 28110-000 Campos dos Goytacazes - RJ.";(22) 27260961;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.810522;-41.3925125
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PENHA;33099740;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ROSSINE QUINTANILHA, 0 PENHA. 28110-000 Campos dos Goytacazes - RJ.";(22) 998596617;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.79656;-41.29208
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 417 JOSE DO PATROCINIO;33099758;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOM AQUINO CORREA, 0 PARQUE SAO JORGE. 28030-002 Campos dos Goytacazes - RJ.";(22) 27354162;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-21.74722808;-41.30489594
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEJA DE CAMPOS DE GOITACAZES;33099774;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA DA REPUBLICA, 08 CENTRO. 28010-080 Campos dos Goytacazes - RJ.";(22) 27241721;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação de Jovens Adultos;;-21.7614824;-41.3268943
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSOR DARCY RIBEIRO;33100233;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 TRES VENDAS. 28057-970 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.61325;-41.41209
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 268 LUIZ CARLOS DE LACERDA;33100411;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"BR 101 RODOVIA CAMPOS VITORIA KM 16, 0 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";(22) 27485020;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.60857137;-41.3154963
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUC CRIATIVA;33100454;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA CAMPISTA, 157 PARQUE GUARUS. 28070-010 Campos dos Goytacazes - RJ.";(22) 27225268;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.71835;-41.32158
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;C E J S BARRETO MARTINS J I URSINHO CARINHOSO;33100462;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA HERMANN LESSA, 56 PARQUE NOVO MUNDO. 28083-435 Campos dos Goytacazes - RJ.";(22) 27335852;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.72845;-41.31402
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC DO RE MI;33100470;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ARNALDO TELES DA FONSECA, 359 PARQUE PRAZERES. 28080-050 Campos dos Goytacazes - RJ.";(22) 27347690;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.74052;-41.29827
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM E ESCOLA PETER PAN;33100497;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ANTONIO LUIZ DA SILVEIRA, 648 TRAVESSAO DE CAMPOS. 28175-000 Campos dos Goytacazes - RJ.";(22) 27481515;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.61532;-41.31196
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD INF LIMAOZINHO VERDE -ESC S J BATISTA;33100500;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR JOAO MARIA, 290 PARQUE JOAO MARIA. 28027-310 Campos dos Goytacazes - RJ.";(22) 27246734;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.77571;-41.31882
ESCOLA PARALISADA;CENTRO EDUC AGUIAR BARBOSA LTDA;33102198;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"AVENIDA SALO BRAND, 97 PARQUE JARDIM CARIOCA. 28080-000 Campos dos Goytacazes - RJ.";(22) 27221248;Privada;Não Informado;Não;;;;;-21.75034;-41.3124
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ARCOS LTDA-ME;33102244;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA HENRIQUE GUITTON, 87 PARQUE PENHA. 28021-240 Campos dos Goytacazes - RJ.";(22) 27333897;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-21.7951896926591;-41.2936777342495
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO DOCE MEL;33102449;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Privada;"RUA JUVENAL BARBOSA - ANTIGA C, 87 PREDIO. URURAI. 28040-220 Campos dos Goytacazes - RJ.";(22) 27316454;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL REGINA MENDES;33103275;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MAJOR EUCLIDES MACIEL, 151 PARQUE TURF CLUB. 28015-160 Campos dos Goytacazes - RJ.";(22) 27201575;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.768054747954;-41.306564072147
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM FAROL DE SAO THOME;33103534;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA OLAVO ALVES SALDANHA FILHO, 0 RADIO VELHO. 28140-000 Campos dos Goytacazes - RJ.";(22) 27411800;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO CRESPO;33105189;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA SENADOR TARCISIO MIRANDA, 536/540 PARQUE TURF CLUB. 28020-802 Campos dos Goytacazes - RJ.";(22) 27312117;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.78419;-41.30122
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC ALPHEU ROGACIANO;33105448;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO JOAQUIM, 14 PARQUE VISCONDE DE URURAI. 28070-305 Campos dos Goytacazes - RJ.";(22) 27384702;Privada;Particular;Não;Não;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.72514;-41.32517
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC CRIANCA TRAVESSA LTDA ME;33105464;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DO IPIRANGA, 173 CENTRO. 28015-055 Campos dos Goytacazes - RJ.";(22) 27267229;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76574;-41.32356
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC PRESBITERIANO DE CAMPOS;33105480;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA TANCREDO NEVES, 143 PARQUE JARDIM CARIOCA. 28080-420 Campos dos Goytacazes - RJ.";(22) 27399633;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JD ESTRELINHA MAGICA DE CAMPOS;33105561;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORONEL PACHE FARIA, 40 PARQUE BRASILIA. 28055-230 Campos dos Goytacazes - RJ.";(22) 27329080;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.74254;-41.35741
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PROFESSOR CLOVIS TAVARES PRO-UNI;33106754;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA RIACHUELO, 470 PARQUE TURF CLUB. 28013-450 Campos dos Goytacazes - RJ.";(22) 27334104;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.76843;-41.31421
ESCOLA PARALISADA;INST Sª TERESA DAVILA - ESCOLA INFANTIL FONTE VIVA;33108269;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA VIVEIROS DE VASCONCELOS, 156 PARQUE JOAO MARIA. 28027-110 Campos dos Goytacazes - RJ.";(22) 27242729;Privada;Não Informado;Não;;;;;-21.7751;-41.32433
ESCOLA PARALISADA;EM CAMPO NOVO;33108374;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA PRINCIPAL, S/Nº CAMPO NOVO. 28145-000 Campos dos Goytacazes - RJ.";(22) 999165268;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EXTERNATO S JOSE;33110239;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA MAXIMINO FERREIRA RAMALHO, 67 PARQUE ROSARIO. 28026-050 Campos dos Goytacazes - RJ.";(22) 27345288;Privada;Não Informado;Não;;;;;-21.77762;-41.32654
