Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA PARALISADA;EE SUCENA JASBICK ALEXANDRE;33009163;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"RUA SANTA CATARINA, 28060-430 Campos dos Goytacazes - RJ.";;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANLEIFER LEITE FERNANDES;33009201;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 9, 0 BR 101 KM 005. JARDIM BOA VISTA. 28073-563 Campos dos Goytacazes - RJ.";(22) 27357398;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.70673;-41.31341
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM BRANCA PECANHA FERREIRA;33009210;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE JORGE TEIXEIRA, 144 PARQUE ELDORADO. 28090-640 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CUSTODIO GENEROSO VIEIRA;33009228;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DJALMA LIMA, 286 PARQUE PRAZERES. 28080-020 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.74286;-41.29793
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM DOUTOR LUIZ SOBRAL;33009236;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA SANTOS ELIAS, SN JARDIM CARIOCA. 28080-480 Campos dos Goytacazes - RJ.";(22) 998516429;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.74903;-41.32248
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FERROVIARIO JACY DA SILVA BARBETO;33009244;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BRUNO DE AZEVEDO, 55 PARQUE TAMANDARE. 28035-045 Campos dos Goytacazes - RJ.";(22) 27256724;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.7543591;-41.3386377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO DE ASSIS;33009252;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DOUTOR ADAO MANOEL PEREIRA NUNES, 0 MATADOURO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27244550;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.75985;-41.29661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO FARIA BARBOSA;33009260;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA CAMPOS - ITAPERUNA, 200 PARQUE ALDEIA. 28060-750 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.72464;-41.34884
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FREDERICO PAES BARBOSA;33009279;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOHN DUNCON, 61 PRACA PQ NOVO MUNDO. PARQUE NOVO MUNDO. 28083-880 Campos dos Goytacazes - RJ.";(22) 997243995;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.72949;-41.3136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM GERVASIO VASCONCELOS CORDEIRO;33009287;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO ACUCAR, 0 PONTO DO CARMO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM HELENA MACHADO DE OLIVEIRA;33009295;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"FAZENDA GRANDE, 0 SANTA CRUZ. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6937946;-41.4615384
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INICIACAO AGRICOLA JOSE FRANCISCO MOTA VASCONCELOS;33009317;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO ACUCAR, 0 DONANA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.80849;-41.29684
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM IRMA ZILDA DE CASTRO;33009325;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RAMIRO BRAGA, 0 CAJU. 28051-265 Campos dos Goytacazes - RJ.";(22) 27208056;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.74335;-41.3437
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARLENE HENRIQUES ALVES;33009333;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUIZ BALDAN, 0 PARQUE AEROPORTO. 28093-080 Campos dos Goytacazes - RJ.";(22) 998277930;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6951;-41.30523
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE DO PATROCINIO;33009341;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA HENRIQUE GUITTON, SEM NUMERO ESCOLA. PARQUE SANTA MARIA. 28021-240 Campos dos Goytacazes - RJ.";(22) 27201641;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LIDIA LEITAO DE ALBERNAZ;33009350;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO PAULO, 0 PARQUE FUNDAO. 28060-490 Campos dos Goytacazes - RJ.";(22) 27201585;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.72597;-41.33372
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LIONS I;33009368;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA SANTA ROSA, 0 SANTA ROSA. 28085-030 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LIONS II;33009376;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOM AQUINO CORREA, 0 PARQUE SAO JORGE. 28080-165 Campos dos Goytacazes - RJ.";(22) 27315608;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7513661;-41.3056838
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LUCIA CALDAS;33009384;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO ACUCAR, 0 CAMPO LIMPO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARECHAL ARTUR DA COSTA E SILVA;33009392;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA ZUZA MOTA, 0 PRESIDENTE VARGAS. 28083-461 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.7289568;-41.3182308
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MANOEL COELHO;33009406;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA RAUL SOUTO MAIOR, S/N PONTO DA CRUZ. GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27244680;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PEQUENO JORNALEIRO;33009414;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO RIBEIRO MOCO, 11 CENTRO. 28013-470 Campos dos Goytacazes - RJ.";(22) 27285169;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.76476;-41.31508
ESCOLA PARALISADA;EM PROFESSOR FERNANDO DE ANDRADE;33009422;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"AVENIDA PETROPOLIS, 147 PREDIO ALUGADO. PARQUE GUARUS. 28070-505 Campos dos Goytacazes - RJ.";(22) 999587224;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M PROFESSORA MERCEDES DE OLIVEIRA BARBOSA;33009430;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"RODOVIA CAMPOS VITORIA, KM 7. LAGOA DAS PEDRAS. 28070-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA WILMAR CAVA BARROS;33009449;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ARTHUR CARDOSO FILHO, 0 PARQUE JOQUEI CLUB. 28020-025 Campos dos Goytacazes - RJ.";(22) 27201390;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL OEMIA FIGUEIREDO;33009554;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA QUINZE DE NOVEMBRO, 252-254 CENTRO. 28035-100 Campos dos Goytacazes - RJ.";(22) 27326732;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E T E JOAO BARCELOS MARTINS;33009627;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA ALBERTO LAMEGO, 712 PARQUE CALIFORNIA. 28016-812 Campos dos Goytacazes - RJ.";(22) 27386595;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-21.76159;-41.29877
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;IFF - CAMPUS CAMPOS CENTRO;33009635;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOUTOR SIQUEIRA, 273 PARQUE DOM BOSCO. PARQUE TAMANDARE. 28030-130 Campos dos Goytacazes - RJ.";(22) 27262800;Federal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";;-21.7612;-41.33707
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL SAGRADA FAMILIA;33009643;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA SANTO AFONSO, 208 PARQUE JOAO SEIXAS. 28027-142 Campos dos Goytacazes - RJ.";(22) 27310088;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.76754;-41.32705
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CASTELINHO AZUL;33009660;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR GODOFREDO PINTO, 36 PARQUE TURF CLUB. 28015-025 Campos dos Goytacazes - RJ.";(22) 27245454;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76754;-41.30752
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO BRASIL;33009678;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA SANTO ELIAS, 41 PARQUE JARDIM CARIOCA. 28080-385 Campos dos Goytacazes - RJ.";(22) 30157541;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.74956;-41.32142
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EUCARISTICO;33009694;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA TENENTE-CORONEL CARDOSO, 585 / 595 CENTRO. 28035-042 Campos dos Goytacazes - RJ.";(22) 27223993;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.75852;-41.32754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO JOAO XXIII;33009708;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ARISIO LESSA, 22 CENTRO. 28035-000 Campos dos Goytacazes - RJ.";(22) 27331827;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-21.75811;-41.33347
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PAULO VI;33009724;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA NOSSA SENHORA DA CONCEICAO, 96 CASA. PARQUE TURF CLUB. 28027-260 Campos dos Goytacazes - RJ.";(22) 27222308;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76865949;-41.32111095
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO REGINA LTDA;33009732;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOS GOYTACAZES, 318 CENTRO. 28010-460 Campos dos Goytacazes - RJ.";(22) 27221490;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76209;-41.31728
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST BRASILEIRO;33009767;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA TENENTE-CORONEL CARDOSO, 2-14 PARQUE CALIFORNIA. 28013-462 Campos dos Goytacazes - RJ.";(22) 27228629;Privada;Particular;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76277;-41.31235
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE EDUCACAO PROFESSOR ALDO MUYLAERT;33009775;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DEPUTADO ALAIR FERREIRA, 37 CENTRO. 28024-600 Campos dos Goytacazes - RJ.";(22) 27315896;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-21.77005;-41.31726
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST DOM BOSCO;33009783;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOM BOSCO, 49 PARQUE TAMANDARE. 28035-003 Campos dos Goytacazes - RJ.";(22) 21014900;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.75904;-41.3382
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EDUC ALVES E ALMEIDA;33009791;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PROFESSORA CARMEM CARNEIRO, 1428 PARQUE AEROPORTO. 28085-710 Campos dos Goytacazes - RJ.";(22) 27336102;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7225;-41.31657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO PROFISSIONAL LAURA VICUNHA;33009805;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BENTA PEREIRA, 183 CENTRO. 28035-290 Campos dos Goytacazes - RJ.";(22) 27224988;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.75577;-41.33202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM DE INFANCIA ALVA DORALICE RIBEIRO DE CASTRO;33009864;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA CENTRAL, 0 SANTA CRUZ. 28057-273 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.72267;-41.401
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM DONANA;33009899;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCISCO SABINO, 0 DONANA. 28110-000 Campos dos Goytacazes - RJ.";(22) 27340940;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.82507;-41.29761
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARIA LUCIA;33009902;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA ANTONIO VIANA, S/N TURF CLUB. 28015-020 Campos dos Goytacazes - RJ.";(22) 27201797;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.77509;-41.30942
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PRESIDENTE CASTELO BRANCO;33009910;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PREFEITO EDGAR NUNES MACHADO, 0 PARQUE LEOPOLDINA. 28053-000 Campos dos Goytacazes - RJ.";(22) 27208066;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA SEBASTIANA MACHADO DA SILVA;33009929;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOUTOR BEDA, 0 IPS. 28026-592 Campos dos Goytacazes - RJ.";(22) 27201224;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.78006;-41.32574
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO TARCISIO;33009937;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO AMARES, 20 PARQUE ROSARIO. 28026-060 Campos dos Goytacazes - RJ.";(22) 27220293;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.77929;-41.32597
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM DE INFANCIA E ESCOLA SANTO AMARO;33009961;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ALONZO BARRETO CHRISTIE, 103 PARQUE SANTO AMARO. 28030-090 Campos dos Goytacazes - RJ.";(22) 27351829;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7631;-41.33939
